0	1	2
NC_000024.9	2653666	0.0833
NC_000024.9	2657176	0.0833
NC_000024.9	2663704	0.1667
NC_000024.9	2663708	0.3333
NC_000024.9	2663943	0.0833
NC_000024.9	2665616	0.0833
NC_000024.9	2668519	0.0833
NC_000024.9	2668533	0.0833
NC_000024.9	2669416	0.1667
NC_000024.9	2669922	0.0833
NC_000024.9	2670454	0.0833
NC_000024.9	2671229	0.0833
NC_000024.9	2671556	0.0833
NC_000024.9	2672037	0.0833
NC_000024.9	2674624	0.0833
NC_000024.9	2675483	0.0833
NC_000024.9	2676736	0.0833
NC_000024.9	2679637	0.0833
NC_000024.9	2682859	0.0833
NC_000024.9	2683829	0.0833
NC_000024.9	2684747	0.0833
NC_000024.9	2686422	0.0833
NC_000024.9	2688614	0.0833
NC_000024.9	2688616	0.0833
NC_000024.9	2688618	0.0833
NC_000024.9	2688630	0.0833
NC_000024.9	2688631	0.0833
NC_000024.9	2688632	0.0833
NC_000024.9	2688634	0.0833
NC_000024.9	2688636	0.0833
NC_000024.9	2694271	0.0833
NC_000024.9	2695796	0.0833
NC_000024.9	2696227	0.0833
NC_000024.9	2702987	0.0833
NC_000024.9	2703277	0.0833
NC_000024.9	2706010	0.0833
NC_000024.9	2707859	0.0833
NC_000024.9	2707941	0.0833
NC_000024.9	2710154	0.0833
NC_000024.9	2712952	0.0833
NC_000024.9	2712956	0.0833
NC_000024.9	2719206	0.1667
NC_000024.9	2722506	0.0833
NC_000024.9	2724768	0.0833
NC_000024.9	2725415	0.1667
NC_000024.9	2728927	0.0833
NC_000024.9	2730823	0.0833
NC_000024.9	2733618	0.0833
NC_000024.9	2734854	0.0833
NC_000024.9	2735282	0.0833
NC_000024.9	2737408	0.1667
NC_000024.9	2737677	0.0833
NC_000024.9	2738273	0.0833
NC_000024.9	2739468	0.0833
NC_000024.9	2743754	0.0833
NC_000024.9	2744386	0.0833
NC_000024.9	2746223	0.0833
NC_000024.9	2750722	0.1667
NC_000024.9	2754170	0.0833
NC_000024.9	2754208	0.0833
NC_000024.9	2756471	0.0833
NC_000024.9	2756519	0.0833
NC_000024.9	2757670	0.0833
NC_000024.9	2759881	0.0833
NC_000024.9	2759904	0.0833
NC_000024.9	2759908	0.0833
NC_000024.9	2772928	0.0833
NC_000024.9	2773948	0.0833
NC_000024.9	2774669	0.0833
NC_000024.9	2775113	0.0833
NC_000024.9	2786232	0.1667
NC_000024.9	2787708	0.0833
NC_000024.9	2788626	0.0833
NC_000024.9	2789035	0.0833
NC_000024.9	2790145	0.0833
NC_000024.9	2790584	0.0833
NC_000024.9	2794079	0.0833
NC_000024.9	2794481	0.0833
NC_000024.9	2794674	0.1667
NC_000024.9	2795670	0.0833
NC_000024.9	2797738	0.0833
NC_000024.9	2798459	0.0833
NC_000024.9	2800714	0.0833
NC_000024.9	2801320	0.0833
NC_000024.9	2803297	0.1667
NC_000024.9	2807619	0.0833
NC_000024.9	2808482	0.0833
NC_000024.9	2810003	0.0833
NC_000024.9	2810005	0.0833
NC_000024.9	2812679	0.0833
NC_000024.9	2815431	0.0833
NC_000024.9	2819037	0.0833
NC_000024.9	2824726	0.3333
NC_000024.9	2827409	0.1667
NC_000024.9	2828710	0.0833
NC_000024.9	2831439	0.0833
NC_000024.9	2832907	0.0833
NC_000024.9	2836569	0.1667
NC_000024.9	2837661	0.0833
NC_000024.9	2842830	0.0833
NC_000024.9	2849842	0.0833
NC_000024.9	2849853	0.0833
NC_000024.9	2849854	0.0833
NC_000024.9	2849879	0.0833
NC_000024.9	2851317	0.0833
NC_000024.9	2853394	0.1667
NC_000024.9	2854450	0.0833
NC_000024.9	2855637	0.1667
NC_000024.9	2857518	0.0833
NC_000024.9	2860701	0.0833
NC_000024.9	2861997	0.0833
NC_000024.9	2863367	0.0833
NC_000024.9	2863665	0.0833
NC_000024.9	2864030	0.0833
NC_000024.9	2864281	0.0833
NC_000024.9	2864283	0.0833
NC_000024.9	2864284	0.0833
NC_000024.9	2865760	0.1667
NC_000024.9	2866356	0.25
NC_000024.9	2866613	0.25
NC_000024.9	2866614	0.25
NC_000024.9	2866644	0.0833
NC_000024.9	2866786	0.25
NC_000024.9	2866791	0.25
NC_000024.9	2866886	0.0833
NC_000024.9	2866903	0.0833
NC_000024.9	2866944	0.25
NC_000024.9	2868499	0.0833
NC_000024.9	2868656	0.0833
NC_000024.9	2869420	0.0833
NC_000024.9	2872583	0.0833
NC_000024.9	2872610	0.0833
NC_000024.9	2874542	0.0833
NC_000024.9	2874544	0.0833
NC_000024.9	2878752	0.0833
NC_000024.9	2878764	0.0833
NC_000024.9	2882755	0.0833
NC_000024.9	2884848	0.0833
NC_000024.9	2886792	0.0833
NC_000024.9	2888657	0.2727
NC_000024.9	2888660	0.0909
NC_000024.9	2888731	0.0833
NC_000024.9	2888739	0.25
NC_000024.9	2888808	0.0833
NC_000024.9	2888827	0.1667
NC_000024.9	2889023	0.0833
NC_000024.9	2889399	0.0833
NC_000024.9	2894227	0.0833
NC_000024.9	2896481	0.0833
NC_000024.9	2899711	0.0833
NC_000024.9	2899721	0.0833
NC_000024.9	2900774	0.0833
NC_000024.9	2903232	0.1667
NC_000024.9	2904590	0.0833
NC_000024.9	2906633	0.0833
NC_000024.9	2906950	0.0833
NC_000024.9	2912385	0.0833
NC_000024.9	2913306	0.0833
NC_000024.9	2915046	0.1667
NC_000024.9	2918242	0.125
NC_000024.9	2919541	0.125
NC_000024.9	2920392	0.125
NC_000024.9	2921482	0.125
NC_000024.9	2924517	0.125
NC_000024.9	2925191	0.125
NC_000024.9	2925501	0.125
NC_000024.9	2926296	0.125
NC_000024.9	2934358	0.125
NC_000024.9	2935479	0.125
NC_000024.9	2935950	0.125
NC_000024.9	2936019	0.125
NC_000024.9	2939172	0.125
NC_000024.9	2941003	0.125
NC_000024.9	2956378	0.125
NC_000024.9	2964134	0.125
NC_000024.9	2964843	0.125
NC_000024.9	2971140	0.125
NC_000024.9	2973920	0.125
NC_000024.9	2976700	0.125
NC_000024.9	2979557	0.125
NC_000024.9	2979593	0.125
NC_000024.9	2979694	0.125
NC_000024.9	2979987	0.125
NC_000024.9	2982166	0.125
NC_000024.9	2983079	0.125
NC_000024.9	2984964	0.125
NC_000024.9	2987520	0.125
NC_000024.9	2990766	0.125
NC_000024.9	2993302	0.125
NC_000024.9	2993527	0.125
NC_000024.9	2993736	0.125
NC_000024.9	2995465	0.125
NC_000024.9	2996541	0.125
NC_000024.9	3000500	0.125
NC_000024.9	3002613	0.125
NC_000024.9	3018503	0.125
NC_000024.9	3019165	0.125
NC_000024.9	3023063	0.125
NC_000024.9	3027395	0.125
NC_000024.9	3028395	0.125
NC_000024.9	3033181	0.125
NC_000024.9	3033726	0.125
NC_000024.9	3035093	0.125
NC_000024.9	3036858	0.125
NC_000024.9	3041058	0.125
NC_000024.9	3043591	0.125
NC_000024.9	3047734	0.125
NC_000024.9	3048056	0.125
NC_000024.9	3051306	0.125
NC_000024.9	3053625	0.125
NC_000024.9	3054847	0.125
NC_000024.9	3056500	0.125
NC_000024.9	3062745	0.125
NC_000024.9	3063138	0.125
NC_000024.9	3063195	0.125
NC_000024.9	3063212	0.125
NC_000024.9	3063242	0.125
NC_000024.9	3063257	0.125
NC_000024.9	3063299	0.125
NC_000024.9	3066095	0.125
NC_000024.9	3066476	0.125
NC_000024.9	3067806	0.125
NC_000024.9	3070183	0.125
NC_000024.9	3072762	0.125
NC_000024.9	3075109	0.125
NC_000024.9	3076080	0.125
NC_000024.9	3076198	0.125
NC_000024.9	3076264	0.125
NC_000024.9	3076835	0.125
NC_000024.9	3081217	0.125
NC_000024.9	3085768	0.125
NC_000024.9	3085776	0.125
NC_000024.9	3085850	0.125
NC_000024.9	3086539	0.125
NC_000024.9	3088161	0.125
NC_000024.9	3091517	0.125
NC_000024.9	3092466	0.125
NC_000024.9	3093698	0.125
NC_000024.9	3094221	0.125
NC_000024.9	3094914	0.125
NC_000024.9	3095565	0.125
NC_000024.9	3096075	0.125
NC_000024.9	3099278	0.125
NC_000024.9	3099279	0.125
NC_000024.9	3101776	0.125
NC_000024.9	3103470	0.125
NC_000024.9	3103536	0.125
NC_000024.9	3103602	0.125
NC_000024.9	3106783	0.125
NC_000024.9	3106923	0.125
NC_000024.9	3106971	0.125
NC_000024.9	3109713	0.125
NC_000024.9	3112297	0.125
NC_000024.9	3112471	0.125
NC_000024.9	3113352	0.125
NC_000024.9	3117299	0.125
NC_000024.9	3117794	0.125
NC_000024.9	3117827	0.125
NC_000024.9	3118050	0.125
NC_000024.9	3118382	0.125
NC_000024.9	3121507	0.125
NC_000024.9	3124651	0.125
NC_000024.9	3126786	0.125
NC_000024.9	3131055	0.125
